title,age,price,image_src,age_group
Banana Guy Plush,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/bltf66612be2868a7a9/5007566.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Fennec Shand™ Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt347d4ed3bde9848e/854245.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Magical Ideas,7+,"€16,99",https://www.lego.com/cdn/cs/set/assets/blt9573277340007b61/5007215.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
8-Stud Desk Drawer – White,6+,"€24,99",https://www.lego.com/cdn/cs/set/assets/bltf7b1ae9d1224593b/5006877.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hot Dog Guy Plush,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/bltbc36cd9966e347e3/5007565.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Brick Backpack – Orange,6+,"€59,99",https://www.lego.com/cdn/cs/set/assets/blte9ecae8586df76a6/5005521.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Build Every Day,6+,"€15,99",https://www.lego.com/cdn/cs/set/assets/bltfd21e961a37fe044/5007618.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Penguin Boy Plush,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/blt1b60655c1709ff68/5007555.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Banana Guy Key Light,6+,"€12,99",https://www.lego.com/cdn/cs/set/assets/blt5271304eebde027d/5005706.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Ideas on the Go,7+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt50132cc72830c46e/5007701.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
8-Stud Storage Brick – Yellow,6+,"€34,99",https://www.lego.com/cdn/cs/set/assets/bltc772231fd27cc3e4/5006916.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Brick Bookrack – Pink,6+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt94a02976aaab8f35/5006616.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Darth Vader™ Key Light,6+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blte46d42ceb4e3f1cf/5007290.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Earth Blue 2x4 Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt4036450315b34dfa/854237.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Storage Brick – Light Purple,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/blt2176c27ab6d00e5e/5007267.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
"Storage Head – Large, Winking",6+,"€22,99",https://www.lego.com/cdn/cs/set/assets/bltac07e562747ca41e/5006956.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Gryffindor™ Drinking Bottle,6+,"€7,99",https://www.lego.com/cdn/cs/set/assets/blt4430e7a8db9b3079/5007892.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hagrid™ Plush,6+,"€37,99",https://www.lego.com/cdn/cs/set/assets/bltd960a8bb2113feab/5007494.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hermione Granger™ Plush,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt4f8f084208777c4a/5007453.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Lava Wave Ride Expansion Set,7+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt3f7d42075879aade/71416.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
12-Pack Gel Pen Set,6+,"€24,99",https://www.lego.com/cdn/cs/set/assets/bltca066a49339fc073/5005964.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hub,7+,"€49,99",https://www.lego.com/cdn/cs/set/assets/bltaf2734723652468a/88009.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
8-Stud Brick Shelf – Bright Red,6+,"€27,99",https://www.lego.com/cdn/cs/set/assets/blt7645a75ff4de04e9/5007284.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Alan Grant's Missions,7+,"€8,99",https://www.lego.com/cdn/cs/set/assets/blt9143897c98e4dde3/5007899.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Ewok Plush,6+,"€35,99",https://www.lego.com/cdn/cs/set/assets/bltd91fe134a78de6b6/5007460.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Art of the Minifigure,6+,"€31,99",https://www.lego.com/cdn/cs/set/assets/blt810b1f2c73514995/5007619.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
8-Stud Brick Shelf – Blue,6+,"€27,99",https://www.lego.com/cdn/cs/set/assets/blt87100fd1c40f5fdd/5007285.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Peach's Garden Balloon Ride Expansion Set,7+,"€49,99",https://www.lego.com/cdn/cs/set/assets/bltbd495df81e41b6e7/71419.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® 8-Stud Medium Stone Gray Storage Brick Drawer,6+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blte0a668221a15d757/5005720.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
8-Stud Brick Shelf – Gray,6+,"€27,99",https://www.lego.com/cdn/cs/set/assets/bltbbb47fdb525d1335/5007288.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Blue 2x4 Stud Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/bltf120394368e99b61/850152.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Stormtrooper™ Key Light,6+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt1ffccacd09d47888/5007291.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Blue Print Heritage Classic Backpack,6+,"€59,99",https://www.lego.com/cdn/cs/set/assets/bltd524d602da07f05c/5005526.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Brick Backpack – Green,6+,"€59,99",https://www.lego.com/cdn/cs/set/assets/blt81c745cb46de288c/5005525.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
8-Stud Brick Shelf – Black,6+,"€27,99",https://www.lego.com/cdn/cs/set/assets/bltd42b915979cdc9bd/5007286.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Koenigsegg Jesko,7+,"€24,99",https://www.lego.com/cdn/cs/set/assets/blta557df635846a17f/76900.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Stocking – Green Brick,5-99,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt2300af1f9bf86d17/5006357.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hogwarts™ Carriage and Thestrals,7+,"€19,99",https://www.lego.com/cdn/cs/set/assets/bltbea33738149c96ef/76400.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Party Ideas with Exclusive LEGO Cake Mini Model,7+,"€12,99",https://www.lego.com/cdn/cs/set/assets/bltef3f0d1f4c3e253f/5007580.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1x1 Brick NiteLite – Red,6+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt9c4f66571be966c8/5007231.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Chewbacca™ Plush,6+,"€26,99",https://www.lego.com/cdn/cs/set/assets/blt78e15ea623e2635b/5006624.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
"LEGO® Harry Potter™: Wizard vs Wizard Stories, Puzzles and Minifigures",6+,"€22,99",https://www.lego.com/cdn/cs/set/assets/blt58744ce514b29a24/5007372.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Brick Notebook,6+,"€16,99",https://www.lego.com/cdn/cs/set/assets/bltc126b8532ddb09c9/5006205.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
2.0 12-Pack Colored Pencils with Topper,6+,"€12,99",https://www.lego.com/cdn/cs/set/assets/blt9bd05cbab8b293ba/5007197.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Brick Shelf – White,6+,"€17,99",https://www.lego.com/cdn/cs/set/assets/bltf2996cba208244c0/5007282.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Storage Brick – Medium Stone Gray,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/blt325e4c7f86bc0e44/5007073.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
2.0 3-Pack Highlighter,6+,"€12,99",https://www.lego.com/cdn/cs/set/assets/blt7bbd31d8d879fb30/5007196.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Storage Brick – Red,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/bltfcdd5ead9425e04d/5001385.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Desk Drawer – Black,6+,"€15,99",https://www.lego.com/cdn/cs/set/assets/blta5045226bccbd0aa/5006312.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Monkie Kid's Combi Mech,7+,"€19,99",https://www.lego.com/cdn/cs/set/assets/bltc3bef999bbb30150/80040.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Minifigure Packable Tote,6+,"€24,99",https://www.lego.com/cdn/cs/set/assets/blt990efbd0190aa4e0/5007485.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Grogu™ Key Light,6+,"€12,99",https://www.lego.com/cdn/cs/set/assets/bltb1e15655fcae515c/5006860.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
GOTHAM CITY's New Defender,6-10,"€8,99",https://www.lego.com/cdn/cs/set/assets/blt4f561b7cf2c7f545/5007860.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
"Storage Head – Small, Pumpkin",6+,"€16,99",https://www.lego.com/cdn/cs/set/assets/blt682ac1562deb527f/5006590.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Storage Brick – Black,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/blt6e88dd7324fbb085/5006930.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hedwig™ Plush,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltf0c9a72e98646171/5007493.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Albus Dumbledore™ Plush,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltfbe1be05fc0b59a9/5007454.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Storage Brick – Blue,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/blt4c0d91b7e30fa946/5001383.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Skimwing Adventure,8+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt2b0805b2a55ae1a2/75576.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Storage Brick – White,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/blt7371461467d6f4d9/5006931.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Harry Potter™ Plush,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt743d25d1e6813cda/5007455.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Shark Suit Guy Key Light,6+,"€12,99",https://www.lego.com/cdn/cs/set/assets/blt467a9740c81a9c57/5006848.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Build a Minifigure,5-99,None,https://www.lego.com/cdn/cs/set/assets/blt4a29b01edfaeeee8/11993_new.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
8-Stud Storage Brick – Blue,6+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt37a5c75e69656ac0/5006921.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Yoda™ Holiday Plush,6+,"€35,99",https://www.lego.com/cdn/cs/set/assets/bltb1834d6a56c62258/5007461.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Darth Vader™ Plush,6+,"€26,99",https://www.lego.com/cdn/cs/set/assets/blt2383430ff4f286b0/5007136.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
In Focus,6+,"€28,99",https://www.lego.com/cdn/cs/set/assets/bltc5cc18be87a1baca/5007642.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
8-Stud Storage Brick – Light Blue,6+,"€34,99",https://www.lego.com/cdn/cs/set/assets/bltffd677cded9d7991/5006918.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Brick Backpack – Navy,6+,"€59,99",https://www.lego.com/cdn/cs/set/assets/blte7f615c1f14406a1/5005523.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Jurassic World Activity Landscape Box,6+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt769d1a844fdfe116/5007898.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Brick Backpack 1 Stud – Blue,5-99,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt50f96793e0091dcb/5006355.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Spinjitzu Brothers: The Chroma's Clutches,6-10,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt1ed1a827271303af/5007862.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Storage Brick – Yellow,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/bltedfa8ad865cda605/5007128.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Minifigure Color Me Heritage Classic Backpack,5-99,"€59,99",https://www.lego.com/cdn/cs/set/assets/blt4a3cfeae2072fbd3/5005811.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Yoda™ Plush,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltc4d0b3b589de84e1/5006623.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Robot Inventor,10+,"€359,99",https://www.lego.com/cdn/cs/set/assets/blt7202f7628b5c045c/51515_alt2.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Notebook with Gel Pen – Blue,6+,"€16,99",https://www.lego.com/cdn/cs/set/assets/blte0dd6e93650417d3/5007237.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Minifigure Display Case 16 – Harry Potter™,6+,"€34,99",https://www.lego.com/cdn/cs/set/assets/bltdf0aa4e288a0dcfb/5007883.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
"Storage Head – Small, Skeleton",6+,"€16,99",https://www.lego.com/cdn/cs/set/assets/blt2fb3fff4ad6bfa81/5006591.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Stormtrooper™ Plush,6+,"€26,99",https://www.lego.com/cdn/cs/set/assets/blt0f901dabd1b7c4d5/5007137.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Brick Shelf – Blue,6+,"€17,99",https://www.lego.com/cdn/cs/set/assets/bltdec82f9da6b7cf56/5007280.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Brick Shelf – Bright Red,6+,"€17,99",https://www.lego.com/cdn/cs/set/assets/bltb3ddc5c97997f1f6/5006578.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Brick Shelf – Black,6+,"€17,99",https://www.lego.com/cdn/cs/set/assets/blt6546a5cb5d02d5f2/5007281.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4-Stud Brick Shelf – Gray,6+,"€17,99",https://www.lego.com/cdn/cs/set/assets/bltad21d6212a732300/5007283.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Sunken Treasure Mission,8+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt6229f1551f2c5df7/31130.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Spinjitzu Brothers: Lair of Tanabrax,6-10,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltaed5f486775a3603/5007467.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO CINCH BUCKET- RED,6+,"€19,99",https://www.lego.com/cdn/cs/set/assets/bltd48e68f410b55e81/5005353.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Amazing But True – Fun Facts About the LEGO World and Our Own!,6+,"€17,99",https://www.lego.com/cdn/cs/set/assets/blt5a655495306b757e/5007579.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
City Police Heritage Classic Backpack,6+,"€44,99",https://www.lego.com/cdn/cs/set/assets/blt50b5e75555352e7b/5007487.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Build and Stick: Custom Cars,6+,"€14,99",https://www.lego.com/cdn/cs/set/assets/bltd63dd3b2ace0bbb1/5007552.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
5-Minute Builds,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/blt720595d8943417b1/5007375.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Brick Lunch Bag – Orange,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltf0fc0659aa8b19ec/5005516.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
R2-D2™ Plush,6+,"€35,99",https://www.lego.com/cdn/cs/set/assets/bltaf34c5cb61a0707e/5007459.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Picnic at Mario's House Expansion Set,6+,"€37,99",https://www.lego.com/cdn/cs/set/assets/bltb66fa748a79ea2de/71422.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Lloyd Future Backpack,6+,"€44,99",https://www.lego.com/cdn/cs/set/assets/bltcdb407f64f835260/5007486.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Brick Lunch Bag – Green,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltd58c703b85eaf6db/5005519.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Brick Lunch Bag – Yellow,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt0676727999af92a8/5005515.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Monkie Kid's Cloud Airship,7+,"€47,99",https://www.lego.com/cdn/cs/set/assets/bltb8c39e402fa497d1/80046.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Brick Red Hip Pack,4,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltf9695286a96df5a5/5005839.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Dom's Dodge Charger,10+,"€119,99",https://www.lego.com/cdn/cs/set/assets/blta0e9b4577930de63/42111.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO CINCH BUCKET- BLUE,6+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt6f4646b75e492bbb/5005352.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Kai,6+,"€31,99",https://www.lego.com/cdn/cs/set/assets/blt933b024b4ddb47ad/5007564.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
My Pets Bracelet,6+,"€6,99",https://www.lego.com/cdn/cs/set/assets/blt589c26645c3834d6/41801.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Box with Handle – Red,6+,"€19,99",https://www.lego.com/cdn/cs/set/assets/bltd682198deed80ca5/5007269.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Justifier™,9+,"€169,99€101,99- 40%",https://www.lego.com/cdn/cs/set/assets/bltf829afe15b940424/75323.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Ravenclaw™ House Banner,9+,"€34,99€24,49- 30%",https://www.lego.com/cdn/cs/set/assets/bltecffd1ae5527fc71/76411.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Police Chase at the Bank,7+,"€99,99",https://www.lego.com/cdn/cs/set/assets/bltb792f8be4ccba3eb/60317.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Medium Linear Motor,7+,"€16,99",https://www.lego.com/cdn/cs/set/assets/blt59255d2b685a9fbd/88008.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Police Mobile Command Truck,6+,"€44,99",https://www.lego.com/cdn/cs/set/assets/blt3add4b5de6586c05/60315.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Quetzalcoatlus Plane Ambush,7+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blta01c86dfbf8af3aa/76947.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Monster Jam™ Megalodon™,7+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt240bcdb07af9f28a/42134.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hogwarts™: Polyjuice Potion Mistake,7+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt296273909a4ebc37/76386.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® NINJAGO® Notebook,6+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt56785bde0f72b374/5007896.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Golden Sword,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt3fb34eb426485d5b/854259.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Imperium Sword,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt4e5af1ddddba9d39/854261.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Skeleton Sword,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltafef7b2cb936e910/854260.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Brick Bookrack – White,6+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt101b9626530d8807/5006615.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
8-Stud Storage Brick – White,6+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt41ce8e2be59d579c/5006913.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Brick Bookrack – Blue,6+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt163441e89eeeed9c/5006613.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Material Handler,10+,"€119,99",https://www.lego.com/cdn/cs/set/assets/blt0bd92c7560aa9006/42144.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
2K Drive Awesome Edition – PlayStation® 5,7+,"€99,99€69,99- 30%",https://www.lego.com/cdn/cs/set/assets/blt273610e163b4c3c3/5007926.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hogwarts™ Hospital Wing,8+,"€49,99",https://www.lego.com/cdn/cs/set/assets/bltcb0b6d0259ed9fb0/76398.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Storage 3-Piece Organizer Cubes,6+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blte16b30a6a230b264/5006260.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
2K Drive Awesome Edition – PlayStation® 4,7+,"€99,99€69,99- 30%",https://www.lego.com/cdn/cs/set/assets/blt88d428551d2d6b5e/5007922.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
2K Drive Awesome Edition – Nintendo Switch™,7+,"€99,99€69,99- 30%",https://www.lego.com/cdn/cs/set/assets/blt5757ced98e35bc55/5007918.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
"2K Drive Awesome Edition – Xbox Series XǀS, Xbox One",7+,"€99,99€69,99- 30%",https://www.lego.com/cdn/cs/set/assets/blt673474d6cdbfe3a4/5007930.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4 Privet Drive,8+,"€79,99",https://www.lego.com/cdn/cs/set/assets/blt33e23ec9a964a70d/75968.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Mobile Crane,7+,"€44,99",https://www.lego.com/cdn/cs/set/assets/bltec4aa7bf8ac429a4/60324.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Llama Village,9+,"€129,99",https://www.lego.com/cdn/cs/set/assets/blt278eeabf7d9b434a/21188.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hogwarts™ Magical Trunk,8+,"€64,99",https://www.lego.com/cdn/cs/set/assets/blt75c5bc6b68692765/76399.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Lunar Research Base,7+,"€99,99",https://www.lego.com/cdn/cs/set/assets/blt9116b4e02668c4df/60350_prod.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Rabbit Ranch,8+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt09a7068d17da39b1/21181.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Pet Day-Care Centre,7+,"€64,99",https://www.lego.com/cdn/cs/set/assets/bltb0603f643af7337b/41718.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Extra DOTS Series 8 – Glitter and Shine,6+,"€3,99",https://www.lego.com/cdn/cs/set/assets/blte2c4eba72147f90b/41803.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Razor Crest™,10+,"€139,99",https://www.lego.com/cdn/cs/set/assets/blt3ad5b3c87e4b33ab/75292_alt13.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Emma's Art School,8+,"€69,99",https://www.lego.com/cdn/cs/set/assets/blt87fe7cdc1ec8f1c0/41711.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Lloyd’s Golden Ultra Dragon,9+,"€149,99",https://www.lego.com/cdn/cs/set/assets/bltb2ef891e7096f860/71774_Prod.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Iron Man Armoury,7+,"€89,99€53,99- 40%",https://www.lego.com/cdn/cs/set/assets/blt798918a19f1cf4fd/76216.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Downtown Noodle Shop,8+,"€44,99",https://www.lego.com/cdn/cs/set/assets/bltfdaccda28fc92835/31131.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Surfer Beach House,8+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blte6ba9bcf9cab55bd/31118.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
