,title,age,suggested_price(€),image_src,age_group
1833,Boss Sumo Bro Topple Tower Expansion Set,6.0,29.99,https://www.lego.com/cdn/cs/set/assets/bltcf6576483b5ca0a9/71388.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1834,Grogu Bag Tag,6.0,7.99,https://www.lego.com/cdn/cs/set/assets/blt6e2bba40c9fc1812/5006855.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1835,LEGO® Brick Lunch Bag – Red,6.0,29.99,https://www.lego.com/cdn/cs/set/assets/blt80bdb383451f015b/5005532.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1836,Dragon of the East,8.0,59.99,https://www.lego.com/cdn/cs/set/assets/blt097bfa77401dbe4e/80037.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1837,LEGO® Still Life with Bricks: 100 Collectible Postcards,6.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt7a2e950fd5c4db40/5006207.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1838,Brick Backpack 1 Stud – Red,,49.99,https://www.lego.com/cdn/cs/set/assets/blt1986740b81d2b63e/5006358.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1839,Payakan the Tulkun & Crabsuit,10.0,99.99,https://www.lego.com/cdn/cs/set/assets/blt43c6dc0743fd7a3b/75579.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1840,Build Your Own Adventure,7.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt479a31e514a680d2/5007614.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1841,Wedding Bride,10.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt4ab3e36aa1209102/40383.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1842,THE BATMAN - BATMOBILE™,10.0,,https://www.lego.com/cdn/cs/set/assets/bltc2661d66536e8c5d/42127.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1843,Happy to Help!,6.0,8.99,https://www.lego.com/cdn/cs/set/assets/blta097851dd9ff5fbb/5007370.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1844,LEGO® Still Life with Bricks: The Art of Everyday Play,6.0,15.99,https://www.lego.com/cdn/cs/set/assets/blt92af1ae2c95aa111/5006204.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1845,The Mandalorian™ Bag Tag,6.0,6.99,https://www.lego.com/cdn/cs/set/assets/bltf93a0adbaa9d7957/5007138.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1846,Scarlet Witch Keyring,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/bltced847661ebd8839/854241.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1847,Hot Dog Guy Key Light,6.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt1823bf1b0f39555c/5005705.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1848,Monster Jam™ Grave Digger™,7.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt181bd8596abd9133/42118.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1849,LEGO® Note Brick,6.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt95c3c54be18dca06/5006202_alt1.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1850,Gryffindor™ Lunch Box,6.0,7.99,https://www.lego.com/cdn/cs/set/assets/blt6c57ba8184a80c14/5007890.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1851,Technic™ Large Motor,7.0,34.99,https://www.lego.com/cdn/cs/set/assets/blt5f34c8d5e611bbe8/88013.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1852,Hogwarts™ Drinking Bottle,6.0,7.99,https://www.lego.com/cdn/cs/set/assets/blt664739f5e99a65cb/5007893.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1853,Ducati Panigale V4 R,10.0,69.99,https://www.lego.com/cdn/cs/set/assets/blt37acd33d80d33837/42107.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1854,Build and Stick,6.0,17.99,https://www.lego.com/cdn/cs/set/assets/blte21ecf87930c483d/5007371.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1855,LEGO® Minifigure Ceramic Mug,6.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt843679bda9bde338/853910.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1856,Wooden Picture Frame – Light Oak,6.0,89.99,https://www.lego.com/cdn/cs/set/assets/blte204e266ae9ecc91/5007109.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1857,Miles Morales vs. Morbius,7.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt7dd35ead3d0fa61e/76244.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1858,Floating Mountains: Site 26 & RDA Samson,9.0,,https://www.lego.com/cdn/cs/set/assets/blt5a093c802a3ba2c7/75573.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1859,Volume 1: Garmadon,8.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt59c9a384ea58461f/5007790.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1860,Meet the Minifigures,7.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt1e6f0937b1db0276/5007581.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1861,LEGO® Red Brick Keyring,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/blta02f00c89ba5e510/850154.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1862,Stormtrooper™ Notebook,6.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt339e4828d041dcb7/5007226.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1863,Block Backpack – Citrus,6.0,47.99,https://www.lego.com/cdn/cs/set/assets/bltc4a31f595de0bf30/5007544.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1864,Jay's Golden Dragon Motorbike,7.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt690d294b0d2f38b6/71768.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1865,Multi Pack - Summer Vibes,6.0,29.99,https://www.lego.com/cdn/cs/set/assets/blt6be6b6a8d8ae970e/41937.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1866,Gryffindor™ Lunch Set,6.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt96086da42d9fdc95/5007894.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1867,LUNCH SET FRIENDS,6.0,14.99,https://www.lego.com/cdn/cs/set/assets/blteec7162a55c6ce6c/5007274.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1868,Brick Scooper Set – Bright Red,6.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt15812c9170197903/5007289.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1869,Creativity Toolbox Maker Set,6.0,,https://www.lego.com/cdn/cs/set/assets/bltfb2c6a0a129c0ea5/71418.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1870,Hogwarts™ Lunch Set,6.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt00bec6866c177231/5007882.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1871,8-Stud Brick Drawer – White,6.0,49.99,https://www.lego.com/cdn/cs/set/assets/blt0e2c5a3acfc67e97/5006209.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1872,Heartlake City Bus,7.0,54.99,https://www.lego.com/cdn/cs/set/assets/blte8ef8954c9c73450/41759.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1873,Pencil Holder,6.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt79e9504b3cc67f96/41936.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1874,Play and Display Case – Harry Potter™ Hogwarts™,6.0,35.99,https://www.lego.com/cdn/cs/set/assets/blte559cc3256d8ef99/5007884.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1875,Stormtrooper™ Bag Tag,6.0,7.99,https://www.lego.com/cdn/cs/set/assets/blta5bd0d3338260cf9/5005825.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1876,Super Nature,7.0,16.99,https://www.lego.com/cdn/cs/set/assets/blt3a9ba39063de1fb8/5006851.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1877,The Pumpkin Farm,8.0,37.99,https://www.lego.com/cdn/cs/set/assets/blt17f010320535634c/21248.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1878,Boba Fett™ Bag Tag,6.0,7.99,https://www.lego.com/cdn/cs/set/assets/blt9f08fd59532ba2b9/5005818.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1879,Notebook with Elastic Band,6.0,16.99,https://www.lego.com/cdn/cs/set/assets/blt937d8b3c5c88db33/5006273.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1880,Main Street Building,8.0,159.99,https://www.lego.com/cdn/cs/set/assets/blt1858256ae256c352/41704.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1881,Sorting Box – Blue,6.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt708d2025ccef6865/5007279.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1882,The Big Book of LEGO® Facts,7.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt557b40460b2ee64a/5007702.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1883,LEGO® Pumpkin Storage Head - Large,6.0,24.99,https://www.lego.com/cdn/cs/set/assets/bltadd893e7f590f019/5005886.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1884,Neytiri & Thanator vs. AMP Suit Quaritch,9.0,44.99,https://www.lego.com/cdn/cs/set/assets/blt6bb6544548fecee1/75571.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1885,Box with Handle – Blue,6.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt6625233933522650/5007270.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1886,8-Stud Brick Shelf – White,6.0,27.99,https://www.lego.com/cdn/cs/set/assets/blt2aa36b00a80e5828/5007287.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1887,LUNCH SET NINJAGO CLASSIC,6.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt7d9269334f3f2ed5/5007275.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1888,Stormtrooper™ Holiday Plush,6.0,35.99,https://www.lego.com/cdn/cs/set/assets/bltb672bf03ada7ec2e/5007463.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1889,4-Stud Brick Drawer – White,6.0,31.99,https://www.lego.com/cdn/cs/set/assets/blt198bbf0c198034ea/5006208.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1890,LEGO® Banana Guy Luggage Tag,6.0,7.99,https://www.lego.com/cdn/cs/set/assets/bltca32d3d5f0c4f1b6/5005580.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1891,12-Pack Marker Set,6.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt139bc37a8e90ebc1/5005963.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1892,8-Stud Desk Drawer – Gray,6.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt70d9efb38f2792fb/5006878.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1893,Hospital,7.0,99.99,https://www.lego.com/cdn/cs/set/assets/blt9fca6bebb661ec35/60330.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1894,Large Angular Motor,6.0,34.99,https://www.lego.com/cdn/cs/set/assets/blt029ae7bc967973bc/88017_prod.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1895,8-Stud Storage Brick – Red,6.0,34.99,https://www.lego.com/cdn/cs/set/assets/bltc213676c32f629b1/5006867.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1896,Small Parts: The Secret Life of Minifigures,6.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt1ec9218aa7c2441a/5007178_prod.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1897,Brick Bookrack – Black,6.0,19.99,https://www.lego.com/cdn/cs/set/assets/bltd2ba816411c6998b/5006614.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1898,Ilu Discovery,8.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt8313f73e32b97711/75575.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1899,4-Stud Desk Drawer – Gray,6.0,15.99,https://www.lego.com/cdn/cs/set/assets/blt39ed5fc09938966a/5006875.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1900,Boy Luggage Tag,6.0,7.99,https://www.lego.com/cdn/cs/set/assets/blt3aa308b2cbf01eb6/5005618.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1901,LEGO® Hot Dog Guy Luggage Tag,6.0,7.99,https://www.lego.com/cdn/cs/set/assets/bltf97e76298f4b6fb7/5005582.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1902,Banana Guy Plush,6.0,21.99,https://www.lego.com/cdn/cs/set/assets/bltf66612be2868a7a9/5007566.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1903,Fennec Shand™ Keyring,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/blt347d4ed3bde9848e/854245.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1904,LEGO® Magical Ideas,7.0,16.99,https://www.lego.com/cdn/cs/set/assets/blt9573277340007b61/5007215.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1905,8-Stud Desk Drawer – White,6.0,24.99,https://www.lego.com/cdn/cs/set/assets/bltf7b1ae9d1224593b/5006877.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1906,Hot Dog Guy Plush,6.0,21.99,https://www.lego.com/cdn/cs/set/assets/bltbc36cd9966e347e3/5007565.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1907,LEGO® Brick Backpack – Orange,6.0,59.99,https://www.lego.com/cdn/cs/set/assets/blte9ecae8586df76a6/5005521.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1908,Build Every Day,6.0,15.99,https://www.lego.com/cdn/cs/set/assets/bltfd21e961a37fe044/5007618.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1909,Penguin Boy Plush,6.0,21.99,https://www.lego.com/cdn/cs/set/assets/blt1b60655c1709ff68/5007555.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1910,Banana Guy Key Light,6.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt5271304eebde027d/5005706.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1911,Ideas on the Go,7.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt50132cc72830c46e/5007701.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1912,8-Stud Storage Brick – Yellow,6.0,34.99,https://www.lego.com/cdn/cs/set/assets/bltc772231fd27cc3e4/5006916.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1913,Brick Bookrack – Pink,6.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt94a02976aaab8f35/5006616.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1914,Darth Vader™ Key Light,6.0,14.99,https://www.lego.com/cdn/cs/set/assets/blte46d42ceb4e3f1cf/5007290.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1915,Earth Blue 2x4 Keyring,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/blt4036450315b34dfa/854237.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1916,4-Stud Storage Brick – Light Purple,6.0,21.99,https://www.lego.com/cdn/cs/set/assets/blt2176c27ab6d00e5e/5007267.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1917,"Storage Head – Large, Winking",6.0,22.99,https://www.lego.com/cdn/cs/set/assets/bltac07e562747ca41e/5006956.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1918,Gryffindor™ Drinking Bottle,6.0,7.99,https://www.lego.com/cdn/cs/set/assets/blt4430e7a8db9b3079/5007892.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1919,Hagrid™ Plush,6.0,37.99,https://www.lego.com/cdn/cs/set/assets/bltd960a8bb2113feab/5007494.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1920,Hermione Granger™ Plush,6.0,29.99,https://www.lego.com/cdn/cs/set/assets/blt4f8f084208777c4a/5007453.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1921,Lava Wave Ride Expansion Set,7.0,34.99,https://www.lego.com/cdn/cs/set/assets/blt3f7d42075879aade/71416.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1922,12-Pack Gel Pen Set,6.0,24.99,https://www.lego.com/cdn/cs/set/assets/bltca066a49339fc073/5005964.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1923,Hub,7.0,49.99,https://www.lego.com/cdn/cs/set/assets/bltaf2734723652468a/88009.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1924,8-Stud Brick Shelf – Bright Red,6.0,27.99,https://www.lego.com/cdn/cs/set/assets/blt7645a75ff4de04e9/5007284.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1925,Alan Grant's Missions,7.0,8.99,https://www.lego.com/cdn/cs/set/assets/blt9143897c98e4dde3/5007899.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1926,Ewok Plush,6.0,35.99,https://www.lego.com/cdn/cs/set/assets/bltd91fe134a78de6b6/5007460.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1927,The Art of the Minifigure,6.0,31.99,https://www.lego.com/cdn/cs/set/assets/blt810b1f2c73514995/5007619.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1928,8-Stud Brick Shelf – Blue,6.0,27.99,https://www.lego.com/cdn/cs/set/assets/blt87100fd1c40f5fdd/5007285.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1929,Peach's Garden Balloon Ride Expansion Set,7.0,49.99,https://www.lego.com/cdn/cs/set/assets/bltbd495df81e41b6e7/71419.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1930,LEGO® 8-Stud Medium Stone Gray Storage Brick Drawer,6.0,49.99,https://www.lego.com/cdn/cs/set/assets/blte0a668221a15d757/5005720.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1931,8-Stud Brick Shelf – Gray,6.0,27.99,https://www.lego.com/cdn/cs/set/assets/bltbbb47fdb525d1335/5007288.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1932,LEGO® Blue 2x4 Stud Keyring,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/bltf120394368e99b61/850152.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1933,Stormtrooper™ Key Light,6.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt1ffccacd09d47888/5007291.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1934,LEGO® Blue Print Heritage Classic Backpack,6.0,59.99,https://www.lego.com/cdn/cs/set/assets/bltd524d602da07f05c/5005526.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1935,LEGO® Brick Backpack – Green,6.0,59.99,https://www.lego.com/cdn/cs/set/assets/blt81c745cb46de288c/5005525.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1936,8-Stud Brick Shelf – Black,6.0,27.99,https://www.lego.com/cdn/cs/set/assets/bltd42b915979cdc9bd/5007286.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1937,Koenigsegg Jesko,7.0,24.99,https://www.lego.com/cdn/cs/set/assets/blta557df635846a17f/76900.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1938,Stocking – Green Brick,,29.99,https://www.lego.com/cdn/cs/set/assets/blt2300af1f9bf86d17/5006357.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1939,Hogwarts™ Carriage and Thestrals,7.0,19.99,https://www.lego.com/cdn/cs/set/assets/bltbea33738149c96ef/76400.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1940,Party Ideas with Exclusive LEGO Cake Mini Model,7.0,12.99,https://www.lego.com/cdn/cs/set/assets/bltef3f0d1f4c3e253f/5007580.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1941,1x1 Brick NiteLite – Red,6.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt9c4f66571be966c8/5007231.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1942,Chewbacca™ Plush,6.0,26.99,https://www.lego.com/cdn/cs/set/assets/blt78e15ea623e2635b/5006624.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1943,"LEGO® Harry Potter™: Wizard vs Wizard Stories, Puzzles and Minifigures",6.0,22.99,https://www.lego.com/cdn/cs/set/assets/blt58744ce514b29a24/5007372.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1944,LEGO® Brick Notebook,6.0,16.99,https://www.lego.com/cdn/cs/set/assets/bltc126b8532ddb09c9/5006205.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1945,2.0 12-Pack Colored Pencils with Topper,6.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt9bd05cbab8b293ba/5007197.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1946,4-Stud Brick Shelf – White,6.0,17.99,https://www.lego.com/cdn/cs/set/assets/bltf2996cba208244c0/5007282.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1947,4-Stud Storage Brick – Medium Stone Gray,6.0,21.99,https://www.lego.com/cdn/cs/set/assets/blt325e4c7f86bc0e44/5007073.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1948,2.0 3-Pack Highlighter,6.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt7bbd31d8d879fb30/5007196.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1949,4-Stud Storage Brick – Red,6.0,21.99,https://www.lego.com/cdn/cs/set/assets/bltfcdd5ead9425e04d/5001385.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1950,4-Stud Desk Drawer – Black,6.0,15.99,https://www.lego.com/cdn/cs/set/assets/blta5045226bccbd0aa/5006312.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1951,Monkie Kid's Combi Mech,7.0,19.99,https://www.lego.com/cdn/cs/set/assets/bltc3bef999bbb30150/80040.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1952,Minifigure Packable Tote,6.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt990efbd0190aa4e0/5007485.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1953,Grogu™ Key Light,6.0,12.99,https://www.lego.com/cdn/cs/set/assets/bltb1e15655fcae515c/5006860.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1954,GOTHAM CITY's New Defender,,8.99,https://www.lego.com/cdn/cs/set/assets/blt4f561b7cf2c7f545/5007860.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1955,"Storage Head – Small, Pumpkin",6.0,16.99,https://www.lego.com/cdn/cs/set/assets/blt682ac1562deb527f/5006590.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1956,4-Stud Storage Brick – Black,6.0,21.99,https://www.lego.com/cdn/cs/set/assets/blt6e88dd7324fbb085/5006930.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1957,Hedwig™ Plush,6.0,29.99,https://www.lego.com/cdn/cs/set/assets/bltf0c9a72e98646171/5007493.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1958,Albus Dumbledore™ Plush,6.0,29.99,https://www.lego.com/cdn/cs/set/assets/bltfbe1be05fc0b59a9/5007454.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1959,4-Stud Storage Brick – Blue,6.0,21.99,https://www.lego.com/cdn/cs/set/assets/blt4c0d91b7e30fa946/5001383.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1960,Skimwing Adventure,8.0,34.99,https://www.lego.com/cdn/cs/set/assets/blt2b0805b2a55ae1a2/75576.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1961,4-Stud Storage Brick – White,6.0,21.99,https://www.lego.com/cdn/cs/set/assets/blt7371461467d6f4d9/5006931.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1962,Harry Potter™ Plush,6.0,29.99,https://www.lego.com/cdn/cs/set/assets/blt743d25d1e6813cda/5007455.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1963,Shark Suit Guy Key Light,6.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt467a9740c81a9c57/5006848.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1964,LEGO® Build a Minifigure,,,https://www.lego.com/cdn/cs/set/assets/blt4a29b01edfaeeee8/11993_new.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1965,8-Stud Storage Brick – Blue,6.0,34.99,https://www.lego.com/cdn/cs/set/assets/blt37a5c75e69656ac0/5006921.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1966,Yoda™ Holiday Plush,6.0,35.99,https://www.lego.com/cdn/cs/set/assets/bltb1834d6a56c62258/5007461.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1967,Darth Vader™ Plush,6.0,26.99,https://www.lego.com/cdn/cs/set/assets/blt2383430ff4f286b0/5007136.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1968,In Focus,6.0,28.99,https://www.lego.com/cdn/cs/set/assets/bltc5cc18be87a1baca/5007642.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1969,8-Stud Storage Brick – Light Blue,6.0,34.99,https://www.lego.com/cdn/cs/set/assets/bltffd677cded9d7991/5006918.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1970,LEGO® Brick Backpack – Navy,6.0,59.99,https://www.lego.com/cdn/cs/set/assets/blte7f615c1f14406a1/5005523.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
